"brand","model","class","type"
"siemens","6se6420-2ud23-0ba1","h","VFD"
"siemens","6se6420-2ud31-1ca1","h","VFD"
"siemens","6se6420-2ud22-2ba1","h","VFD"
"siemens","6se6420-2uc21-1ba1","h","VFD"
"siemens","6se6420-2uc21-5ba1","h","VFD"
"siemens","6se6420-2ud15-5aa1","h","VFD"
"siemens","6se6420-2uc15-5aa1","h","VFD"
"siemens","6se6420-2ud21-5aa1","h","VFD"
"siemens","6se6420-2ud13-7aa1","h","VFD"
"siemens","6se6420-2ad23-0ba1","h","VFD"
"siemens","6se6420-2ad24-0ba1","h","VFD"
"siemens","6se6420-2ad25-5ca1","h","VFD"
"siemens","6se6420-2ad27-5ca1","h","VFD"
"siemens","6se6420-2ud25-5ca1","h","VFD"
"siemens","6se6420-2ab17-5aa1","h","VFD"
"siemens","6se6420-2ab11-2aa1","h","VFD"
"siemens","6ed1 052-1cc00-0ba4","h","PLC"
"siemens","6ed1 052-1hb00-0ba4","h","PLC"
"siemens","6ed1 052-1fb00-0ba4","h","PLC"
"siemens","6ed1 052-2md00-0ba4","h","PLC"
"siemens","6ed1 052-2cc00-0ba4","h","PLC"
"siemens","6ed1 052-2hb00-0ba4","h","PLC"
"siemens","6ed1 052-2fb00-0ba4","h","PLC"
"siemens","et200m","h","PLC"
"siemens","et200s","h","PLC"
"siemens","et200sp","h","PLC"
"siemens","g120","h","PLC"
"siemens","s5 series","h","PLC"
"siemens","s7-1200","h","PLC"
"siemens","s7-1500","h","PLC"
"siemens","s7-200cn","h","PLC"
"siemens","s7-200smart","h","PLC"
"siemens","f-sps","h","PLC"
"siemens","desigo web module pxa30-w2","h","CPIE"
"siemens","cp 1616","h","OthICS"
"siemens","desigo web module pxa30-w1","h","CPIE"
"siemens","7ut82","h","RPD"
"siemens","desigo web module pxa40-w1","h","CPIE"
"siemens","desigo web module pxa40-w2","h","CPIE"
"siemens","desigo web module pxa30-w0","h","CPIE"
"siemens","en100 ethernet module","h","CPIE"
"siemens","processsuite","a","HMI"
"siemens","comos","a","UnkICS"
"siemens","compas","a","UnkICS"
"siemens","openpcs 7 ","a","UnkICS"
"siemens","openscape session border controller","a","UnkICS"
"siemens","pcs 7","a","UnkICS"
"siemens","simatic winac rtx 2010","a","UnkICS"
"siemens","simatic tiaportal","a","UnkICS"
"siemens","simatic winac rtx f 2010","a","UnkICS"
"siemens","simatic wincc","a","UnkICS"
"siemens","simatic wincc flexible 2008","a","UnkICS"
"siemens","simatic wincc flexible runtime","a","UnkICS"
"siemens","simatic wincc (tia portal)","a","UnkICS"
"siemens","simit","a","UnkICS"
"siemens","simatic step 7 (tia portal)","a","UnkICS"
"siemens","7kt pac1200 data manager","h","OthICS"
"siemens","7km pac switched ethernet profinet expansion module","h","CPIE"
"siemens","6md85","h","RPD"
"siemens","7sa82","h","RPD"
"siemens","7sa87","h","RPD"
"siemens","7sd82","h","RPD"
"siemens","7sd86","h","RPD"
"siemens","7sd87","h","RPD"
"siemens","7sk82","h","RPD"
"siemens","7sj85","h","RPD"
"siemens","7sk85","h","RPD"
"siemens","7sl86","h","RPD"
"siemens","7ss85","h","RPD"
"siemens","7um85","h","RPD"
"siemens","7ut86","h","RPD"
"siemens","7ut87","h","RPD"
"siemens","7sj82","h","RPD"
"siemens","7sj86","h","RPD"
"siemens","en100 ethernet module modbus tcp","h","CPIE"
"siemens","en100 ethernet module profinet io","h","CPIE"
"siemens","ie/as-i link pn io","h","CPIE"
"siemens","logo!8 bm fs-05","h","PLC"
"siemens","logo!","h","PLC"
"siemens","ozw772","h","CPIE"
"siemens","s110 w. pn","h","OthICS"
"siemens","ie/pb-link","h","CPIE"
"siemens","pn/pn coupler","h","CPIE"
"siemens","rfid 181-eip","h","CPIE"
"siemens","sicam pas/pqs","h","OthICS"
"siemens","sicam  scc","h","HMI"
"siemens","sicam ak 3","h","RTU"
"siemens","sicam bc","h","RPD"
"siemens","sicam bc 1703","h","RPD"
"siemens","sicam mic","h","OthICS"
"siemens","sicam  pq analyzer","h","OthICS"
"siemens","sicam  tm","h","OthICS"
"siemens","siclock tc100","h","OthICS"
"siemens","simatic cp 1543-1","h","CPIE"
"siemens","simatic compact field unit","h","OthICS"
"siemens","simatic cp 343-1","h","CPIE"
"siemens","simatic cp 343-1 lean","h","CPIE"
"siemens","simatic cp 443-1 opc-ua","h","CPIE"
"siemens","simatic dk-16xx pn io","h","OthICS"
"siemens","simatic et 200esopn","h","OthICS"
"siemens","simatic cp 1542sp-1 irc","h","CPIE"
"siemens","simatic s7-1500 controller","h","PLC"
"siemens","simatic s7-1500 software controller","h","PLC"
"siemens","simatic s7-1511-1 pn cpu","h","PLC"
"siemens","simatic s7-1511c-1 pn cpu","h","PLC"
"siemens","simatic s7-1511f-1 pn cpu","h","PLC"
"siemens","simatic s7-1512c-1 pn cpu","h","PLC"
"siemens","simatic s7-1513-1 pn cpu","h","PLC"
"siemens","simatic s7-1513f-1 pn cpu","h","PLC"
"siemens","simatic s7-1515-2 pn cpu","h","PLC"
"siemens","simatic s7-1515f-2 pn cpu","h","PLC"
"siemens","simatic s7-1516-3 pn/dp cpu","h","PLC"
"siemens","simatic s7-1517-3 pn/dp cpu","h","PLC"
"siemens","simatic s7-1517f-3 pn/dp cpu","h","PLC"
"siemens","simatic s7-1518-4 pn/dp cpu","h","PLC"
"siemens","simatic s7-200","h","PLC"
"siemens","simatic s7-300 cpu","h","PLC"
"siemens","simatic cp 343-1 std","h","CPIE"
"siemens","simatic cp 343-1 adv","h","CPIE"
"siemens","simatic cp 443-1 adv","h","CPIE"
"siemens","simatic cp 1243-1","h","CPIE"
"siemens","simatic cp 1543sp-1","h","CPIE"
"siemens","simatic cp 1604","h","CPIE"
"siemens","simatic et 200m","h","OthICS"
"siemens","simatic s7-200 smart","h","PLC"
"siemens","simatic cp 443-1","h","CPIE"
"siemens","simatic rf182c","h","CPIE"
"siemens","simatic s7-300 series","h","PLC"
"siemens","simatic s7-300 cpu 312","h","PLC"
"siemens","simatic s7-300 cpu 314","h","PLC"
"siemens","simatic s7-300 cpu 315-2 dp","h","PLC"
"siemens","simatic s7-300 cpu 315-2 pn/dp","h","PLC"
"siemens","simatic s7-300 cpu 317-2 pn/dp","h","PLC"
"siemens","simatic s7-300 cpu 319-3 pn/dp","h","PLC"
"siemens","simatic s7-300 with profitnet support","h","PLC"
"siemens","simatic s7-400 cpu 412-1","h","PLC"
"siemens","simatic s7-400 cpu 412-2","h","PLC"
"siemens","simatic cm 1542-1","h","OthICS"
"siemens","simatic et 200mp","h","OthICS"
"siemens","simatic s7-1500","h","PLC"
"siemens","simatic et 200s","h","OthICS"
"siemens","simatic hmi basic panels generation 1","h","HMI"
"siemens","simatic hmi basic panels generation 2","h","HMI"
"siemens","simatic hmi mobile panel 277","h","HMI"
"siemens","simatic hmi mobile panels","h","HMI"
"siemens","simatic hmi multi panels","h","HMI"
"siemens","simatic pn/pn coupler","h","CPIE"
"siemens","simatic s7-1200","h","PLC"
"siemens","simotion","h","UnkICS"
"siemens","simotion c","h","UnkICS"
"siemens","simotion d","h","UnkICS"
"siemens","simotion p","h","UnkICS"
"siemens","simatic s7-400 cpu 414-2","h","PLC"
"siemens","simatic s7-400 cpu 414-3","h","PLC"
"siemens","simatic s7-400 cpu 414-3 pn/dp","h","PLC"
"siemens","simatic s7-400 cpu 414f-3 pn/dp","h","PLC"
"siemens","simatic s7-400 cpu 416-2","h","PLC"
"siemens","simatic s7-400 cpu 416-3","h","PLC"
"siemens","simatic s7-400 cpu 416f-2","h","PLC"
"siemens","simatic s7-400 cpu 417-4","h","PLC"
"siemens","simatic s7-400 pn/dp v6","h","PLC"
"siemens","simatic s7-400pn/dp v7","h","PLC"
"siemens","simatic s7-400pn v6","h","PLC"
"siemens","simatic s7-410 v8","h","PLC"
"siemens","simatic s7 cpu-1211c","h","PLC"
"siemens","simatic s7 cpu 1212c","h","PLC"
"siemens","simatic s7 cpu 1215c","h","PLC"
"siemens","simatic s7 cpu 1217c","h","PLC"
"siemens","simatic teleservice adapter ie basic modem","h","CPIE"
"siemens","simatic rf650r","h","CPIE"
"siemens","simatic rf685r","h","CPIE"
"siemens","simatic teleservice adapter ie advanced modem","h","CPIE"
"siemens","simatic et 200pro","h","OthICS"
"siemens","simatic s7-400","h","PLC"
"siemens","simatic s7-400 h v6","h","PLC"
"siemens","simatic s7-400 pn/dp v7","h","PLC"
"siemens","simatic tim 3v-ie","h","CPIE"
"siemens","simatic s7-400 cpu 412-2 pn","h","PLC"
"siemens","simatic tim 4r-ie","h","CPIE"
"siemens","simocode pro v profinet","h","OthICS"
"siemens","simatic s7 400 cpu","h","PLC"
"siemens","simatic s7 cfc","a","UnkICS"
"siemens","automation license manager ","a","UnkICS"
"siemens","apogee insight","o","UnkICS"
"siemens","logo! soft comfort","a","UnkICS"
"siemens","primary setup tool ","a","UnkICS"
"siemens","ros","o","UnkICS"
"siemens","rox i os","o","UnkICS"
"siemens","rox ii os","o","UnkICS"
"siemens","7ke85","h","RPD"
"siemens","7sa86","h","RPD"
"siemens","7sl82","h","RPD"
"siemens","7sl87","h","RPD"
"siemens","7ut85","h","RPD"
"siemens","7vk87","h","RPD"
"siemens","cpu-315","h","PLC"
"siemens","cp 1604","h","OthICS"
"siemens","desigo web module pxa40-w0","h","CPIE"
"siemens","dk standard ethernet controller","h","CPIE"
"siemens","dk-ertec 200 pn io","h","OthICS"
"siemens","en100 ethernet module iec 104","h","CPIE"
"siemens","siclock tc400","h","OthICS"
"siemens","sicam ak","h","RTU"
"siemens","sicam  tm 1703","h","OthICS"
"siemens","simatic rf680r","h","CPIE"
"siemens","simatic s7-1516f-3 pn/dp cpu","h","PLC"
"siemens","simatic s7-1518f-4 pn/dp cpu","h","PLC"
"siemens","simatic s7-300 cpu 317- 2 dp","h","PLC"
"siemens","simatic s7-400 cpu 416-3 pn/dp","h","PLC"
"siemens","simatic s7-400 cpu 416f-3 pn/dp","h","PLC"
"siemens","simatic cp 1616","h","CPIE"
"siemens","simatic cp 443-1 std","h","CPIE"
"siemens","simatic et 200al","h","OthICS"
"siemens","simatic hmi comfort panels","h","HMI"
"siemens","simatic s7-1200 plc","h","PLC"
"siemens","simatic s7-300 without profitnet support","h","PLC"
"siemens","simatic s7-400h v6","h","PLC"
"siemens","simatic s7 cpu 1214c","h","PLC"
"siemens","simatic cp 1542sp-1","h","CPIE"
"sma sunny","webbox-20","h","PLC"
"spidercontrol","phoenix-contact","h","PLC"
"trend","iq3 controller","h","PLC"
"trend","iq3","h","PLC"
"viessmann","300","h","PLC"
"wago","io-ipc","h","PLC"
"wago","750-8202/025-000","h","PLC"
"wago","750-8202/025-001","h","PLC"
"wago","750-8202/025-002","h","PLC"
"wago","750-8202/040-001","h","PLC"
"wago","750-8203","h","PLC"
"wago","750-8203/025-000","h","PLC"
"wago","750-8204","h","PLC"
"wago","750-8204/025-000","h","PLC"
"wago","750-8206","h","PLC"
"wago","750-8206/025-000","h","PLC"
"wago","750-8207","h","PLC"
"wago","750-8207/025-001","h","PLC"
"wago","750-8208","h","PLC"
"wago","750-8208/025-000","h","PLC"
"wago","750-829","h","PLC"
"wago","750-831","h","PLC"
"wago","750-852","h","PLC"
"wago","750-880","h","PLC"
"wago","750-881","h","PLC"
"wago","750-889","h","PLC"
"wago","wago i/o plc 758-870","h","PLC"
"wago","750-882","h","PLC"
"wago","750-885","h","PLC"
"wago","wago i/o plc 750-849","h","PLC"
"wago","wago i/o plc 750-881","h","PLC"
"wago","750-8206/025-001","h","PLC"
"wago","750-8207/025-000","h","PLC"
"wago","750-881 pfc ethernet","h","PLC"
"wago","758-874-0000-0111","h","PLC"
"wago","750-8202","h","PLC"
"wellintech","kinghistorian","a","UnkICS"
"wellintech","kingview","a","SCADA"
"wtw","amm-sd0endb","h","PLC"
"xj electric","xj4","h","RPD"
"xj electric","xj11","h","RPD"
"lenz","lenz953i","h","DTU"
"lenz","lenz713i","h","DTU"
"yokogawa","f3xd08-6n","h","PLC"
"yokogawa","f3xd16-3n","h","PLC"
"yokogawa","f3xd16-4n","h","PLC"
"yokogawa","f3xd32-3n","h","PLC"
"yokogawa","f3xd32-4n","h","PLC"
"yokogawa","f3xd32-5n","h","PLC"
"yokogawa","f3xd64-3n","h","PLC"
"yokogawa","f3xd64-4n","h","PLC"
"yokogawa","f3xd64-6m","h","PLC"
"yokogawa","f3xc08-on","h","PLC"
"yokogawa","f3xc08-oc","h","PLC"
"yokogawa","f3ya08-2n","h","PLC"
"yokogawa","f3yc08-oc","h","PLC"
"yokogawa","f3yc08-on","h","PLC"
"yokogawa","f3yc16-oa","h","PLC"
"yokogawa","f3yd04-7n","h","PLC"
"yokogawa","f3yd08-6a","h","PLC"
"yokogawa","f3yd08-6b","h","PLC"
"yokogawa","f3yd14-5a","h","PLC"
"yokogawa","f3yd14-5b","h","PLC"
"yokogawa","f3yd32-1a","h","PLC"
"yokogawa","f3yd32-1b","h","PLC"
"yokogawa","f3yd32-1t","h","PLC"
"yokogawa","f3yd64-1a","h","PLC"
"yokogawa","f3yd64-1m","h","PLC"
"yokogawa","f3wd64-3n","h","PLC"
"yokogawa","f3wd64-4n","h","PLC"
"yokogawa","f3pu10-on","h","PLC"
"yokogawa","f3pu26-on","h","PLC"
"yokogawa","f3pu20-os","h","PLC"
"yokogawa","f3pu20-on","h","PLC"
"yokogawa","f3pu16-on","h","PLC"
"yokogawa","f3pu10-os","h","PLC"
"yokogawa","f3pu30-on","h","PLC"
"yokogawa","f3pu36-on","h","PLC"
"yokogawa","f3bu04-on","h","PLC"
"yokogawa","f3bu06-on","h","PLC"
"yokogawa","f3bu09-on","h","PLC"
"yokogawa","f3bu13-on","h","PLC"
"yokogawa","f3bu16-on","h","PLC"
"yokogawa","f3rs41-on","h","PLC"
"yokogawa","f3rz81-on","h","PLC"
"yokogawa","f3ct04-0n","h","PLC"
"yokogawa","f3ct04-1n","h","PLC"
"yokogawa","f3cr04-0n","h","PLC"
"yokogawa","f3cr04-1n","h","PLC"
"yokogawa","f3cv04-1n","h","PLC"
"yokogawa","f3ad04-0n","h","PLC"
"yokogawa","f3ad08-1n","h","PLC"
"yokogawa","f3da02-0n","h","PLC"
"yokogawa","f3da04-1n","h","PLC"
"yokogawa","f3da08-5n","h","PLC"
"yokogawa","f3sp28-3s","h","PLC"
"yokogawa","f3sp38-6s","h","PLC"
"yokogawa","f3sp53-4s","h","PLC"
"yokogawa","f3sp58-6s","h","PLC"
"yokogawa","f3bp20","h","PLC"
"yokogawa","f3bp30","h","PLC"
"yokogawa","f3pu10-0n","h","PLC"
"yokogawa","f3pu20-0n","h","PLC"
"yokogawa","f3pu16-0n","h","PLC"
"yokogawa","f3pu26-0n","h","PLC"
"yokogawa","f3bu04-0n","h","PLC"
"yokogawa","f3bu06-0n","h","PLC"
"yokogawa","f3bu09-0n","h","PLC"
"yokogawa","f3bu13-0n","h","PLC"
"yokogawa","f3bu16-0n","h","PLC"
"yokogawa","f3sp28-3n","h","PLC"
"yokogawa","f3sp38-6n","h","PLC"
"yokogawa","f3sp53-4h","h","PLC"
"yokogawa","f3sp58-6h","h","PLC"
"yokogawa","f3sp36-3n","h","PLC"
"yokogawa","f3sp21-0n","h","PLC"
"yokogawa","f3fp36-3n","h","PLC"
"yokogawa","f3bp20-0n","h","PLC"
"yokogawa","f3bp30-0n","h","PLC"
"yokogawa","f3sc22-1f","h","PLC"
"yokogawa","f3sc22-2f","h","PLC"
"yokogawa","f3sc22-1a","h","PLC"
"yokogawa","f3yd32-1bf3y","h","PLC"
"yokogawa","f3xd64-4f","h","PLC"
"yokogawa","f3yc08-0c","h","PLC"
"yokogawa","f3yc08-0n","h","PLC"
"yokogawa","f3yc16-0n","h","PLC"
"yokogawa","f3xd64-5f","h","PLC"
"yokogawa","f3xd64-3f","h","PLC"
"yokogawa","f3sp08","h","PLC"
"zte","400","h","PLC"
"allen-bradley","1747-l551/c","h","PLC"
"allen-bradley","1747-l552/c","h","PLC"
"allen-bradley","1747-l553/c","h","PLC"
"elster","webrtu z2","h","RTU"
"elster","webrtu z1","h","RTU"
"power measurement","meter ion 8400","h","PLC"
"power measurement","meter ion 8500","h","PLC"
"power measurement","meter ion 8600","h","PLC"
"power measurement","meter ion 8650","h","PLC"
"power measurement","meter ion 7330","h","PLC"
"power measurement","meter ion 7350","h","PLC"
"power measurement","meter ion 7500","h","PLC"
"power measurement","meter ion 7550","h","PLC"
"power measurement","meter ion 7650","h","PLC"
"power measurement","meter ion 8300","h","PLC"
"microsys","promotic ","h","SCADA"
"softplc","softplc","h","PLC"
"schneider","bmx p34 20302 rev0250","h","PLC"
"schneider","bmx noe 0100 b","h","PLC"
"schneider","bmx noe 0100 rev0230","h","PLC"
"schneider","bmx noe 0100 rev0260","h","PLC"
"schneider","bmx p34 2020 rev0200","h","PLC"
"schneider","bmx p34 2020 rev0250","h","PLC"
"schneider","bmx p34 2020 rev0260","h","PLC"
"schneider","bmx p34 20302 rev0220","h","PLC"
"schneider","bmx p34 20302 rev0240","h","PLC"
"schneider","bmx p34 2020 rev0210","h","PLC"
"schneider","bmx p34 2020","h","PLC"
"schneider","bmx p34 2030","h","PLC"
"schneider","bmx noe 0100 rev0100","h","PLC"
"siemens","simatic cp343","h","PLC"
"siemens","simatic hmi","h","PLC"
"siemens","simatic_hmi","h","HMI"
"spidercontrol","microbrowser","h","PLC"
"spidercontrol","phoenix-contact/1.01","h","PLC"
"spidercontrol","phoenix-contact/1.02","h","PLC"
"viessmann","vitogate 300","h","PLC"
"spidercontrol","scada_s","h","SCADA"
"siemens","climatix web server v1.00","h","PLC"
"samson","@iie_h_plc_samson","h","PLC"
"ecodevice","@iie_h_unkics_ecodevice","h","UnkICS"
"hms","anybus","h","CPIE"
"allen-bradley","@iie_h_plc_allen-bradley","h","PLC"
"wellintech","@iie_h_plc_wellintech","h","PLC"
"moxa","nport 5400 series","h","SDS"
"moxa","nport 5600 series","h","SDS"
"moxa","nport 5100a series","h","SDS"
"moxa","nport p5150a series","h","SDS"
"moxa","nport 5200a series","h","SDS"
"moxa","nport 5x50a1-m12 series","h","SDS"
"schneider","bmx_noe_0100","h","PLC"
"siemens","6es7 212-1ab23-0xb8","h","PLC"
"siemens","6es7 212-1bb23-0xb8","h","PLC"
"siemens","6es7 214-1ad23-0xb8","h","PLC"
"siemens","6es7 214-1bd23-0xb8","h","PLC"
"siemens","6es7 214-2ad23-0xb8","h","PLC"
"siemens","6es7 214-2bd23-0xb8","h","PLC"
"siemens","6es7 216-2ad23-0xb8","h","PLC"
"siemens","6es7 216-2bd23-0xb8","h","PLC"
"siemens","6es7 312-1ae13-0ab0","h","PLC"
"siemens","6es7 313-5bf03-0ab0","h","PLC"
"siemens","6es7 312-5be03-0ab0","h","PLC"
"siemens","6es7 313-6bf03-0ab0","h","PLC"
"siemens","6es7 313-6cf03-0ab0","h","PLC"
"siemens","6es7 314-1ag13-0ab0","h","PLC"
"siemens","6es7 314-6bg03-0ab0","h","PLC"
"siemens","6es7 314-6cg03-0ab0","h","PLC"
"siemens","6es7 315-2ag10-0ab0","h","PLC"
"siemens","6es7 317-2aj10-0ab0","h","PLC"
"siemens","6es7 315-2eh13-0ab0","h","PLC"
"siemens","6es7 317-2ek13-0ab0","h","PLC"
"siemens","6es7 318-3el00-0ab0","h","PLC"
"siemens","6es7 412-3hj14-0ab0","h","PLC"
"siemens","6es7 414-4hm14-0ab0","h","PLC"
"siemens","6es7 417-4ht14-0ab0","h","PLC"
"siemens","6es7 400-0hr00-4ab0","h","PLC"
"siemens","6es7 400-0hr50-4ab0","h","PLC"
"siemens","6es7 412-1xj05-0ab0","h","PLC"
"siemens","6es7 412-2xj05-0ab0","h","PLC"
"siemens","6es7 414-2xk05-0ab0","h","PLC"
"siemens","6es7 414-3xm05-0ab0","h","PLC"
"siemens","6es7 414-3em05-0ab0","h","PLC"
"siemens","6es7 416-2xn05-0ab0","h","PLC"
"siemens","6es7 416-3xr05-0ab0","h","PLC"
"siemens","6es7 416-3er05-0ab0","h","PLC"
"siemens","6es7 416-2fn05-0ab0","h","PLC"
"siemens","6es7 416-3fr05-0ab0","h","PLC"
"siemens","6es7 417-4xt05-0ab0","h","PLC"
"siemens","6es7 953-8lg11-0aa0","h","PLC"
"siemens","6es7 953-8lj11-0aa0","h","PLC"
"siemens","6es7 953-8ll11-0aa0","h","PLC"
"siemens","6es7 953-8lm11-0aa0","h","PLC"
"siemens","6es7 953-8lp11-0aa0","h","PLC"
"siemens","6es7 153-1aa03-0xb0","h","PLC"
"siemens","6es7 153-2ba01-0xb0","h","PLC"
"siemens","6es7 211-0aa23-0xb0","h","PLC"
"siemens","6es7 153-2ar02-0xa0","h","PLC"
"siemens","6es7 195-1ga00-0xa0","h","PLC"
"siemens","6es7 195-1gf30-0xa0","h","PLC"
"siemens","6es7 195-7ha00-0xa0","h","PLC"
"siemens","6es7 195-7hb00-0xa0","h","PLC"
"siemens","6es7 195-7hc00-0xa0","h","PLC"
"siemens","6es7 195-7hd10-0xa0","h","PLC"
"siemens","6es7 340-1ch02-0ae0","h","PLC"
"siemens","6es7 341-1ah01-0ae0","h","PLC"
"siemens","6es7 341-1ch01-0ae0","h","PLC"
"siemens","6es7 870-1aa01-0ya0","h","PLC"
"siemens","6es7 870-1aa01-0ya1","h","PLC"
"siemens","6es7 870-1ab01-0ya0","h","PLC"
"siemens","6es7 870-1ab01-0ya1","h","PLC"
"siemens","6es7 338-4bc01-0ab0","h","PLC"
"siemens","6es7 350-1ah03-0ae0","h","PLC"
"siemens","6es7 350-2ah00-0ae0","h","PLC"
"siemens","6es7 351-1ah01-0ae0","h","PLC"
"siemens","6es7 355-0vh10-0ae0","h","PLC"
"siemens","6es7 355-1vh10-0ae0","h","PLC"
"siemens","6es7 360-3aa01-0aa0","h","PLC"
"siemens","6es7 361-3ca01-0aa0","h","PLC"
"siemens","6es7 365-0ba01-0aa0","h","PLC"
"siemens","6es7 368-3bb01-0aa0","h","PLC"
"siemens","6es7 368-3bc51-0aa0","h","PLC"
"siemens","6es7 368-3bf01-0aa0","h","PLC"
"siemens","6es7 368-3cb01-0aa0","h","PLC"
"siemens","6es7 390-1ab60-0aa0","h","PLC"
"siemens","6es7 390-1ae80-0aa0","h","PLC"
"siemens","6es7 390-1af30-0aa0","h","PLC"
"siemens","6es7 390-1aj30-0aa0","h","PLC"
"siemens","6es7 392-1aj00-0aa0","h","PLC"
"siemens","6es7 392-1am00-0aa0","h","PLC"
"siemens","6es7 953-8lf11-0aa0","h","PLC"
"siemens","6es7 317-2ej10-0ab0","h","PLC"
"siemens","6es7 321-1bh02-0aa0","h","PLC"
"siemens","6es7 321-1bh50-0aa0","h","PLC"
"siemens","6es7 321-1bh10-0aa0","h","PLC"
"siemens","6es7 321-7bh01-0ab0","h","PLC"
"siemens","6es7 321-1bl00-0aa0","h","PLC"
"siemens","6es7 321-1fh00-0aa0","h","PLC"
"siemens","6es7 321-1ff01-0aa0","h","PLC"
"siemens","6es7 322-1bf01-0aa0","h","PLC"
"siemens","6es7 322-1bl00-0aa0","h","PLC"
"siemens","6es7 322-1ff01-0aa0","h","PLC"
"siemens","6es7 322-1fh00-0aa0","h","PLC"
"siemens","6es7 322-1hf01-0aa0","h","PLC"
"siemens","6es7 322-1hf10-0aa0","h","PLC"
"siemens","6es7 322-1hh01-0aa0","h","PLC"
"siemens","6es7 323-1bh01-0aa0","h","PLC"
"siemens","6es7323-1bl00-0aa0","h","PLC"
